activity_id,account_id,contact_id,opportunity_id,activity_type,activity_dt,subject,note,campaign_id
ACT-54DKXG7W1S,ACC-DO8XD7N2,CON-YWZT4Q62,OPP-UPURU8WI,email,2024-07-08T02:21:51,Discovery Call,Shared SOC2.,CAM-BCTLWR
ACT-MC65XMG4LX,ACC-DO8XD7N2,CON-YWZT4Q62,OPP-UPURU8WI,call,2024-07-17T06:11:05,Demo,Aligned pilot scope.,
ACT-2QFQKHSG0J,ACC-DO8XD7N2,CON-YWZT4Q62,OPP-UPURU8WI,meeting,2025-07-04T09:27:32,Security Review,Legal concerns.,CAM-HT6E3C
ACT-G5XEVL3B0R,ACC-4KGG5J0F,CON-6WNP1TPM,OPP-FHXICKNM,call,2024-03-14T04:06:27,Demo,Shared SOC2.,
ACT-8ILX4TMQVJ,ACC-4KGG5J0F,CON-6WNP1TPM,OPP-FHXICKNM,call,2024-03-22T18:45:09,Follow-up,Aligned pilot scope.,CAM-9K3G4K
ACT-78FU5THE6K,ACC-4KGG5J0F,CON-6WNP1TPM,OPP-FHXICKNM,call,2024-03-05T03:44:10,Follow-up,Aligned pilot scope.,
ACT-V15PPCOSSQ,ACC-4KGG5J0F,CON-6WNP1TPM,OPP-FHXICKNM,meeting,2024-03-03T08:06:01,Security Review,Discussed ROI.,
ACT-A2E6FAV493,ACC-4KGG5J0F,CON-6WNP1TPM,OPP-FHXICKNM,call,2024-03-01T02:27:25,Security Review,Aligned pilot scope.,CAM-4TSZ1C
ACT-NEU9ING9P1,ACC-4KGG5J0F,CON-6WNP1TPM,OPP-FHXICKNM,email,2024-03-02T08:57:05,Follow-up,Exec sponsor requested summary.,
ACT-D6RCZJCN76,ACC-4KGG5J0F,CON-6WNP1TPM,OPP-FHXICKNM,call,2024-03-15T05:14:51,Security Review,Shared SOC2.,CAM-9JL5RO
ACT-364P7LV95K,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,call,2025-08-19T09:17:14,Pricing,Aligned pilot scope.,
ACT-YNF8JEKULQ,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,call,2024-06-27T15:28:27,Procurement,Exec sponsor requested summary.,CAM-PNDE8Y
ACT-DU15GB1KSP,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,meeting,2025-03-12T22:32:18,Discovery Call,Shared SOC2.,CAM-240UMN
ACT-YXFEY3P1DE,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,call,2025-06-18T12:52:18,Procurement,Discussed ROI.,
ACT-UGJT3DRZM4,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,note,2025-02-19T09:09:53,Executive Sync,Discussed ROI.,CAM-9LM1R3
ACT-I0JBRB04PC,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,call,2024-06-16T14:57:37,Pilot Discussion,Reviewed pricing.,CAM-XIV5XK
ACT-DT0VA8PSOE,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,note,2024-08-26T02:32:29,Pricing,Reviewed pricing.,
ACT-VFPJVHUBZC,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,note,2024-01-29T11:37:25,Discovery Call,Aligned pilot scope.,CAM-49PCCG
ACT-LVI8CV9M1I,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,meeting,2024-11-23T18:51:27,Pilot Discussion,Discussed ROI.,CAM-0SW0D7
ACT-3IAFGPFH3C,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,call,2024-05-08T07:28:17,Follow-up,Exec sponsor requested summary.,CAM-GF66IV
ACT-4GGGKWBV8H,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,email,2024-11-25T16:41:14,Security Review,Aligned pilot scope.,CAM-XMXC8H
ACT-K0F0JHKJ84,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,email,2024-04-15T03:35:33,Follow-up,Discussed ROI.,
ACT-LI6F4MMBXR,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,call,2023-12-26T09:47:58,Executive Sync,Discussed ROI.,
ACT-ZZ3D870E7A,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,meeting,2025-07-03T15:45:20,Security Review,Legal concerns.,CAM-SKNFXU
ACT-HXVJ0M9K0S,ACC-BYXBCXED,CON-0M3C5Q58,OPP-F6P7K7CE,call,2024-01-14T16:11:03,Demo,Shared SOC2.,CAM-KJ75D9
ACT-VDUV0YQQER,ACC-SM2IRWBB,CON-DRWE7A0C,OPP-U1SQ4LE4,meeting,2024-10-21T07:47:19,Executive Sync,Shared SOC2.,
ACT-FKMUIBVD08,ACC-SM2IRWBB,CON-DRWE7A0C,OPP-U1SQ4LE4,email,2023-09-14T10:17:50,Discovery Call,Legal concerns.,
ACT-C9PE2FLBTD,ACC-SM2IRWBB,CON-DRWE7A0C,OPP-U1SQ4LE4,call,2023-09-02T10:55:04,Procurement,Discussed ROI.,
ACT-VLXFSWXWUX,ACC-SM2IRWBB,CON-DRWE7A0C,OPP-U1SQ4LE4,email,2024-12-30T22:54:25,Demo,Exec sponsor requested summary.,
ACT-6UNO5DJ7HX,ACC-SM2IRWBB,CON-DRWE7A0C,OPP-U1SQ4LE4,meeting,2025-03-09T05:01:18,Discovery Call,Shared SOC2.,CAM-LNW3OU
ACT-I85PZ05FTX,ACC-IGRDOUXY,CON-S3KKL2GB,OPP-0DK9CM21,call,2023-02-11T17:31:06,Discovery Call,Reviewed pricing.,
ACT-ZL7G4QV5XL,ACC-IGRDOUXY,CON-S3KKL2GB,OPP-0DK9CM21,call,2023-01-17T20:13:11,Executive Sync,Shared SOC2.,CAM-5LD8OC
ACT-NN3YHM5E1O,ACC-IGRDOUXY,CON-S3KKL2GB,OPP-0DK9CM21,call,2023-01-24T16:05:38,Security Review,Aligned pilot scope.,
ACT-5TP52X37Z0,ACC-IGRDOUXY,CON-S3KKL2GB,OPP-0DK9CM21,call,2023-02-16T16:35:37,Executive Sync,Legal concerns.,
ACT-AIDX198VSN,ACC-IGRDOUXY,CON-S3KKL2GB,OPP-0DK9CM21,email,2023-01-22T20:46:00,Demo,Exec sponsor requested summary.,
ACT-H4VTDERAGF,ACC-IGRDOUXY,CON-S3KKL2GB,OPP-0DK9CM21,note,2023-02-01T05:31:12,Discovery Call,Discussed ROI.,
ACT-W3GCXQN9PO,ACC-IGRDOUXY,CON-S3KKL2GB,OPP-0DK9CM21,email,2023-01-09T21:17:27,Procurement,Aligned pilot scope.,
ACT-9H1R16PLKV,ACC-IGRDOUXY,CON-S3KKL2GB,OPP-0DK9CM21,call,2023-01-18T17:44:20,Executive Sync,Aligned pilot scope.,CAM-4CV19H
ACT-B9QKGRGBX9,ACC-IGRDOUXY,CON-S3KKL2GB,OPP-0DK9CM21,note,2023-01-19T02:41:01,Pricing,Shared SOC2.,CAM-31NIIS
ACT-LZP0UFCLIB,ACC-IGRDOUXY,CON-S3KKL2GB,OPP-0DK9CM21,call,2023-01-26T00:08:12,Executive Sync,Exec sponsor requested summary.,
ACT-L33S5DE07H,ACC-IGRDOUXY,CON-S3KKL2GB,OPP-0DK9CM21,note,2023-01-13T15:44:37,Executive Sync,Shared SOC2.,
ACT-3H6LF8JRA9,ACC-A4ZOIXO3,CON-MDAPSWVV,OPP-73B4ZV3U,meeting,2025-04-15T16:16:42,Follow-up,Shared SOC2.,
ACT-VOR5SBJQLL,ACC-A4ZOIXO3,CON-MDAPSWVV,OPP-73B4ZV3U,meeting,2025-07-03T08:51:57,Follow-up,Discussed ROI.,
ACT-WTTMEW9LOG,ACC-A4ZOIXO3,CON-MDAPSWVV,OPP-73B4ZV3U,call,2025-08-05T12:34:49,Follow-up,Discussed ROI.,CAM-NUO971
ACT-UR6ALJ386S,ACC-A4ZOIXO3,CON-MDAPSWVV,OPP-73B4ZV3U,call,2025-04-04T10:52:58,Pricing,Shared SOC2.,
ACT-7DXBQD0T9F,ACC-A4ZOIXO3,CON-MDAPSWVV,OPP-73B4ZV3U,note,2025-07-13T05:09:24,Security Review,Aligned pilot scope.,
ACT-VZLLUJMR2Y,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,meeting,2025-09-10T23:15:40,Follow-up,Exec sponsor requested summary.,CAM-II14PF
ACT-G0G3CYRYNZ,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,call,2025-08-31T16:16:16,Pilot Discussion,Shared SOC2.,
ACT-XDXM21V0N0,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,meeting,2025-08-18T03:23:17,Follow-up,Shared SOC2.,
ACT-AUPT9F4Y3Q,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,meeting,2025-09-08T17:29:06,Pricing,Discussed ROI.,
ACT-XY2JPQWZHU,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,email,2025-08-28T12:21:29,Pilot Discussion,Legal concerns.,
ACT-XLBFHJFQWI,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,call,2025-08-25T18:31:07,Demo,Exec sponsor requested summary.,CAM-VBI0WX
ACT-MBSF2OZYCD,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,note,2025-09-06T10:28:28,Follow-up,Reviewed pricing.,
ACT-HHWQOXGYLU,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,meeting,2025-08-26T12:57:19,Pricing,Discussed ROI.,
ACT-4KKOOVOBSD,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,call,2025-09-08T00:35:42,Demo,Reviewed pricing.,
ACT-YPOE6UAOQJ,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,note,2025-09-18T19:48:33,Pilot Discussion,Legal concerns.,
ACT-YDY440Q4A9,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,meeting,2025-09-13T05:52:55,Discovery Call,Exec sponsor requested summary.,CAM-XJNONF
ACT-C1ODZ43SJS,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,call,2025-09-17T17:48:50,Demo,Shared SOC2.,
ACT-UGBS6ZY3DX,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,email,2025-08-30T16:19:38,Follow-up,Shared SOC2.,
ACT-QEI1VLTF57,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,meeting,2025-09-18T08:44:46,Demo,Shared SOC2.,
ACT-0HIY1WXYJ2,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,email,2025-08-29T15:52:07,Security Review,Shared SOC2.,
ACT-ZNA4MJF1I3,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,call,2025-09-01T19:15:19,Procurement,Reviewed pricing.,
ACT-7I8P2E9UIA,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,call,2025-08-22T22:47:26,Security Review,Aligned pilot scope.,CAM-FMULVY
ACT-3RS6D2MXJ7,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,meeting,2025-08-26T14:50:49,Pilot Discussion,Exec sponsor requested summary.,
ACT-THKZI2DGC8,ACC-21AVFGVR,CON-ZX3GJVKL,OPP-AHWYJ3VS,email,2025-08-27T11:39:13,Pricing,Shared SOC2.,CAM-S8IMO3
ACT-1A39CTQ3N9,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,meeting,2023-11-08T14:54:17,Follow-up,Reviewed pricing.,
ACT-VA4LXT20PS,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,call,2024-08-02T16:39:57,Procurement,Legal concerns.,
ACT-95A2165BCH,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,call,2023-05-27T10:07:20,Pilot Discussion,Reviewed pricing.,
ACT-33JNDOET7F,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,note,2024-02-21T07:33:03,Procurement,Discussed ROI.,
ACT-CV1Q0BGBT6,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,meeting,2025-07-05T22:51:35,Procurement,Aligned pilot scope.,CAM-2RQ6Z2
ACT-F9VI1XJ1Q5,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,call,2025-04-08T03:49:22,Executive Sync,Reviewed pricing.,
ACT-P42EG5OA9Z,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,call,2025-03-27T16:58:41,Procurement,Reviewed pricing.,
ACT-TLE58YLZXV,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,email,2023-11-13T06:59:02,Executive Sync,Shared SOC2.,
ACT-Y4WV0EQZXV,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,note,2025-02-20T17:49:41,Follow-up,Legal concerns.,
ACT-6MW4HYNBPH,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,email,2023-05-06T22:12:40,Executive Sync,Exec sponsor requested summary.,
ACT-BUCQKACYQ5,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,meeting,2023-12-11T17:26:09,Discovery Call,Aligned pilot scope.,
ACT-6ZCAW24V0Q,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,email,2025-09-18T15:34:03,Pilot Discussion,Reviewed pricing.,CAM-I47P9F
ACT-VFP3T9FQLE,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,email,2023-06-24T21:00:04,Pricing,Reviewed pricing.,
ACT-HZVU1MNHHM,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,call,2024-11-03T04:37:15,Discovery Call,Exec sponsor requested summary.,
ACT-2KCUH794X0,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,note,2023-11-20T01:13:27,Pilot Discussion,Legal concerns.,CAM-5FS23N
ACT-1BISOGCP2P,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,note,2024-03-07T16:32:38,Pilot Discussion,Discussed ROI.,
ACT-GOMWJEIVKR,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,email,2024-09-10T16:46:16,Discovery Call,Aligned pilot scope.,
ACT-K7EWAU4SVX,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,call,2025-02-19T00:18:52,Demo,Reviewed pricing.,
ACT-QZ5EA4DTQM,ACC-84LTNWKI,CON-FPWZ86A4,OPP-Q6PFI3RW,meeting,2023-03-22T10:16:06,Executive Sync,Shared SOC2.,
ACT-U4WZLMQF2V,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,meeting,2025-01-07T00:27:12,Procurement,Legal concerns.,CAM-OUTNRF
ACT-2D8ZMFQYWU,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,email,2024-12-22T00:35:11,Executive Sync,Reviewed pricing.,
ACT-PRX8JZMYL2,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,call,2025-01-01T00:57:25,Procurement,Discussed ROI.,
ACT-QE47X90CZ9,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,call,2025-01-09T09:34:15,Executive Sync,Discussed ROI.,CAM-RW1WHS
ACT-X4ZET719UJ,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,call,2024-12-19T06:44:28,Pricing,Legal concerns.,
ACT-FPZP9Y7SY0,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,email,2024-12-16T23:10:06,Procurement,Reviewed pricing.,
ACT-NAGTL1057K,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,meeting,2024-12-26T18:43:08,Discovery Call,Shared SOC2.,
ACT-M1CQJI70IP,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,meeting,2025-01-02T06:52:45,Security Review,Discussed ROI.,
ACT-JJ77O7293H,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,note,2024-12-14T22:12:57,Demo,Legal concerns.,
ACT-7GHZZCEKM7,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,email,2025-01-04T07:18:32,Security Review,Shared SOC2.,CAM-GPLCS1
ACT-2BV3D84PIB,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,email,2025-01-08T01:44:48,Follow-up,Discussed ROI.,CAM-IQMQ6W
ACT-TB2THR47L4,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,meeting,2024-12-31T00:38:04,Security Review,Legal concerns.,
ACT-4ZODDPOF25,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,call,2024-12-31T17:53:28,Discovery Call,Discussed ROI.,CAM-FATFIV
ACT-A5A1CBB4KS,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,call,2024-12-11T18:58:26,Pilot Discussion,Aligned pilot scope.,
ACT-65XIJIGJD9,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,email,2024-12-20T10:48:32,Demo,Legal concerns.,
ACT-F6BACRZ9ZE,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,email,2024-12-25T17:43:38,Demo,Legal concerns.,CAM-GNUVDX
ACT-PTYQ7YUO5H,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,call,2024-12-14T02:29:22,Discovery Call,Shared SOC2.,CAM-FERHI3
ACT-0L54VCYIJO,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,call,2024-12-15T09:31:00,Procurement,Exec sponsor requested summary.,CAM-DWT636
ACT-43JO374SDV,ACC-USDAKURS,CON-MV3AL1PF,OPP-AIDGWW9M,note,2024-12-15T00:18:56,Discovery Call,Shared SOC2.,CAM-WFYXY8
ACT-Y6LWEYAEB7,ACC-Q0S0BPEA,CON-ONMI428X,OPP-HAG1S83N,call,2025-10-11T12:23:04,Executive Sync,Aligned pilot scope.,
ACT-YQIVFNW95J,ACC-Q0S0BPEA,CON-ONMI428X,OPP-HAG1S83N,email,2024-06-02T06:49:28,Pilot Discussion,Discussed ROI.,
ACT-6Q90DI6B4N,ACC-Q0S0BPEA,CON-ONMI428X,OPP-HAG1S83N,call,2025-07-31T01:48:28,Follow-up,Legal concerns.,
ACT-BYWYAGNKED,ACC-Q0S0BPEA,CON-ONMI428X,OPP-HAG1S83N,call,2024-11-17T10:43:04,Security Review,Shared SOC2.,
ACT-EYKQCHZHWE,ACC-Q0S0BPEA,CON-ONMI428X,OPP-HAG1S83N,note,2024-07-06T18:29:59,Procurement,Shared SOC2.,
ACT-8PO4NDAKDC,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,email,2024-04-14T09:10:09,Demo,Shared SOC2.,
ACT-2SDAX4ZVRL,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,meeting,2024-03-25T21:06:55,Procurement,Shared SOC2.,
ACT-BJ2ZIA1UP1,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,call,2024-04-08T12:27:19,Follow-up,Discussed ROI.,
ACT-8IDI97OKFT,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,meeting,2024-04-16T00:10:36,Pricing,Discussed ROI.,
ACT-C0QYYFNGLW,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,call,2024-03-28T02:16:31,Demo,Legal concerns.,
ACT-X4YSE5YE44,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,call,2024-04-11T08:55:17,Pricing,Legal concerns.,
ACT-7C8033UI3U,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,email,2024-04-13T12:26:29,Executive Sync,Shared SOC2.,CAM-TW4NGO
ACT-FWDO1RKAQZ,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,meeting,2024-03-19T11:21:23,Pilot Discussion,Reviewed pricing.,CAM-JU6DJM
ACT-L60M0F7LCU,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,call,2024-04-10T17:17:00,Executive Sync,Discussed ROI.,
ACT-6E1DITN3BT,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,call,2024-04-19T13:57:13,Pricing,Reviewed pricing.,
ACT-5QLGRCJQ16,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,email,2024-04-06T14:31:12,Procurement,Discussed ROI.,
ACT-I3V8QMZP5H,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,call,2024-04-15T11:28:41,Pilot Discussion,Exec sponsor requested summary.,
ACT-9RUVEHQ5ZW,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,meeting,2024-04-14T10:29:43,Pilot Discussion,Exec sponsor requested summary.,
ACT-A0U7EUFQBG,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,call,2024-03-23T06:26:09,Executive Sync,Shared SOC2.,
ACT-EA35L43E5K,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,call,2024-03-18T13:10:09,Procurement,Aligned pilot scope.,
ACT-34DTXHY8T0,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,call,2024-04-23T04:26:57,Pilot Discussion,Exec sponsor requested summary.,
ACT-N1OBG93V9D,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,note,2024-03-23T00:33:36,Executive Sync,Reviewed pricing.,
ACT-2QGXRKVKPI,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,meeting,2024-04-03T19:33:09,Security Review,Legal concerns.,CAM-RCGY03
ACT-5Y53J3BPSV,ACC-9NBJXWKW,CON-2KHTYNHL,OPP-FBG8UIJV,email,2024-04-23T22:02:31,Demo,Shared SOC2.,CAM-0V78LU
ACT-Q9A2N56MNE,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,email,2024-08-04T07:54:45,Follow-up,Shared SOC2.,CAM-9862WT
ACT-5ZJ2FAENWR,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,note,2024-08-12T22:13:50,Discovery Call,Discussed ROI.,
ACT-CZE1VXQOZD,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,email,2024-08-29T10:55:46,Pricing,Aligned pilot scope.,
ACT-6UT5MIGWAA,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,email,2024-07-28T06:31:21,Pricing,Legal concerns.,
ACT-G3WY9DBC8S,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,meeting,2024-08-28T11:41:28,Executive Sync,Exec sponsor requested summary.,
ACT-6P1VSDXZCZ,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,call,2024-09-04T02:53:27,Pilot Discussion,Shared SOC2.,
ACT-L9YC66C3CF,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,email,2024-08-14T16:54:36,Executive Sync,Shared SOC2.,
ACT-HVZZWGOTV0,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,call,2024-08-09T00:05:45,Procurement,Aligned pilot scope.,
ACT-NTUCFSDMB6,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,email,2024-08-30T22:11:46,Follow-up,Shared SOC2.,
ACT-YKWOMVI7NH,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,call,2024-08-14T20:32:54,Follow-up,Shared SOC2.,
ACT-JSLXPN8JTP,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,email,2024-08-06T02:38:34,Pilot Discussion,Reviewed pricing.,
ACT-9QGH2TEK51,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,meeting,2024-08-12T15:40:51,Pilot Discussion,Legal concerns.,
ACT-T951FZWSD2,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,email,2024-08-18T09:59:21,Security Review,Reviewed pricing.,
ACT-U4RZBFL85C,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,call,2024-08-05T06:10:26,Executive Sync,Aligned pilot scope.,CAM-0S7NP8
ACT-NB56BVTA5T,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,meeting,2024-09-14T14:35:32,Security Review,Reviewed pricing.,
ACT-X1JQCNTIGV,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,call,2024-07-25T22:49:06,Demo,Legal concerns.,
ACT-FO60CMXERN,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,email,2024-09-07T17:12:01,Discovery Call,Legal concerns.,
ACT-Q66QMP0HBE,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,email,2024-09-13T17:55:06,Follow-up,Aligned pilot scope.,
ACT-QQW4PWBO49,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,email,2024-09-19T19:28:51,Demo,Discussed ROI.,CAM-2FQW3W
ACT-307S3QCKFP,ACC-FG0J8OV3,CON-RBKTN999,OPP-7YUU53WY,email,2024-09-07T08:51:26,Follow-up,Legal concerns.,
ACT-1KMX5HVUGO,ACC-B1LQYN1F,CON-VFDHEWDS,OPP-3ETTXCQZ,meeting,2024-11-23T20:37:55,Security Review,Discussed ROI.,
ACT-H0P5YIXGLG,ACC-B1LQYN1F,CON-VFDHEWDS,OPP-3ETTXCQZ,call,2024-10-24T09:24:14,Discovery Call,Legal concerns.,
ACT-K0JQV208UD,ACC-B1LQYN1F,CON-VFDHEWDS,OPP-3ETTXCQZ,call,2024-10-24T05:09:47,Security Review,Legal concerns.,
ACT-W2C6O80JAB,ACC-B1LQYN1F,CON-VFDHEWDS,OPP-3ETTXCQZ,email,2024-10-24T23:55:15,Pilot Discussion,Reviewed pricing.,
ACT-PD1MLOABQ8,ACC-B1LQYN1F,CON-VFDHEWDS,OPP-3ETTXCQZ,email,2024-10-21T04:51:34,Discovery Call,Reviewed pricing.,
ACT-SC1QT6E8NT,ACC-B1LQYN1F,CON-VFDHEWDS,OPP-3ETTXCQZ,meeting,2024-12-11T14:31:50,Discovery Call,Shared SOC2.,
ACT-QXP5S70CFP,ACC-B1LQYN1F,CON-VFDHEWDS,OPP-3ETTXCQZ,call,2024-11-06T03:59:20,Pricing,Exec sponsor requested summary.,CAM-VP1GXQ
ACT-7WL19C4BMJ,ACC-B1LQYN1F,CON-VFDHEWDS,OPP-3ETTXCQZ,call,2024-12-15T20:51:30,Discovery Call,Legal concerns.,
ACT-JVRZT6NYTE,ACC-B1LQYN1F,CON-VFDHEWDS,OPP-3ETTXCQZ,call,2024-10-27T22:18:07,Security Review,Aligned pilot scope.,
ACT-2Z640D6X83,ACC-FTWCPZ7I,CON-ZP81AT70,OPP-3LRP98H7,email,2022-12-05T22:11:17,Executive Sync,Aligned pilot scope.,
ACT-8GK5TY1JFO,ACC-FTWCPZ7I,CON-ZP81AT70,OPP-3LRP98H7,call,2022-12-09T04:54:02,Discovery Call,Legal concerns.,CAM-JN7D3W
ACT-960QCQ9ETH,ACC-FTWCPZ7I,CON-ZP81AT70,OPP-3LRP98H7,call,2022-12-15T16:37:26,Pilot Discussion,Reviewed pricing.,CAM-TBPS0G
ACT-91NFN5JPR8,ACC-FTWCPZ7I,CON-ZP81AT70,OPP-3LRP98H7,call,2022-12-19T14:07:25,Procurement,Legal concerns.,
